veh_id,lat,lon,time
8,-37.858101,145.183899,36496
8,-37.858113,145.183914,36526
8,-37.858112,145.183924,36556
9,-37.858107,145.183893,37845
9,-37.858045,145.183899,37875
9,-34.283172,150.636730,39235
9,-34.282673,150.636634,39265
9,-34.282667,150.636701,39342
9,-33.941725,150.983063,39390
9,-33.932086,151.183864,39420
9,-33.933677,151.070233,39509
9,-33.917584,151.065196,39539
9,-33.859307,151.072213,39569
9,-33.860840,151.078140,39599
9,-33.860701,151.075146,39629
9,-33.860844,151.078481,39659
9,-33.860565,151.079893,39689
9,-33.860134,151.083607,39719
9,-33.701896,150.581666,40562
9,-33.745691,150.613824,40592
9,-33.802141,150.886879,40622
9,-33.833007,151.017677,40652
9,-33.837527,151.027198,40682
9,-33.865217,151.089852,40712
9,-33.865195,151.087086,40742
9,-33.865045,151.086410,40772
9,-33.877289,151.129052,40802
9,-33.886418,151.136143,40833
9,-33.858573,151.068895,40863
9,-33.871248,151.121407,40893
9,-33.871177,151.121696,40923
9,-33.884665,151.135950,40953
9,-33.874269,151.127672,40983
9,-33.878280,151.126880,41013
9,-33.874426,151.128013,41043
9,-33.878892,151.134627,41073
9,-33.875708,151.128533,41103
9,-33.882795,151.135547,41133
9,-33.877962,151.124950,41163
9,-33.868487,151.101310,41197
9,-33.821641,151.021051,42026
9,-33.820165,151.024109,42056
9,-33.863433,151.090215,42086
9,-33.864607,151.092984,42116
9,-33.862736,151.094607,42146
9,-33.867664,151.105644,42176
9,-33.869350,151.114224,42206
9,-33.843627,151.044826,42237
9,-33.840115,151.046966,42267
9,-33.870146,151.094203,42297
9,-33.863518,151.093824,42327
9,-33.868746,151.095601,42357
9,-33.874057,151.100750,42387
9,-33.865208,151.089658,42417
9,-33.835913,151.088031,42447
9,-33.867718,151.064409,42477
9,-33.863014,151.092041,42507
9,-33.863352,151.090445,42537
9,-33.864557,151.093208,42567
9,-33.820039,151.022354,43474
9,-33.852885,151.059024,43504
9,-33.855956,151.072210,43534
9,-33.859869,151.066723,43564
9,-33.840002,151.083021,43594
9,-33.839737,151.083843,43624
9,-33.859787,151.068359,43654
9,-33.861813,151.065320,43684
9,-33.857929,151.069648,43714
9,-33.874212,151.104121,43744
9,-33.877914,151.127675,43775
9,-33.874084,151.133751,43805
9,-33.871677,151.130369,43835
9,-33.881099,151.137893,43865
9,-33.870373,151.145504,43895
9,-33.876055,151.132447,43925
9,-33.874823,151.124114,43955
9,-33.870969,151.116869,43985
9,-33.868967,151.103498,45105
9,-33.820171,151.024103,46366
9,-33.830864,151.020806,46396
9,-33.865367,151.095141,46426
9,-33.868382,151.112578,46456
9,-33.876187,151.129193,46486
9,-33.869458,151.109002,46516
9,-33.868756,151.103310,46546
9,-33.865082,151.097146,46576
9,-33.868241,151.100439,46607
9,-33.866636,151.093558,46637
9,-33.870352,151.115847,46667
9,-33.869002,151.113556,46697
9,-33.863665,151.097298,46727
9,-33.868819,151.105907,46757
9,-33.872094,151.120597,46787
9,-33.870993,151.113007,46817
9,-33.869411,151.114389,46848
9,-33.868843,151.104229,46878
9,-33.864435,151.089740,46908
9,-33.861734,151.093341,46938
9,-33.871454,151.110510,46968
9,-33.866100,151.093012,46998
9,-33.911321,151.179914,47665
9,-33.814197,150.955404,47695
9,-33.745327,150.779300,47725
9,-33.740770,150.774493,47755
9,-33.740354,150.785061,47785
9,-33.737217,150.765681,47815
9,-33.738519,150.764303,47845
9,-37.796997,144.756159,47985
8,-31.784935,152.647046,48175
8,-31.449920,152.823251,48205
8,-29.690220,152.939455,49265
9,-36.550358,145.987666,49267
8,-29.672657,152.928819,49295
9,-36.550070,145.989445,49297
8,-29.667383,152.918622,49325
9,-36.727439,145.613926,49327
8,-29.637225,152.925077,49355
9,-36.983879,145.145971,49357
8,-29.643064,152.924380,49385
9,-37.405995,145.013311,49387
8,-29.641451,152.923744,49415
9,-37.737014,144.852098,49417
8,-29.633839,152.913563,49445
9,-37.697093,144.612618,49447
8,-29.633155,152.927197,49475
9,-37.589483,144.198048,49477
8,-29.635632,152.931313,49505
9,-37.584283,144.150981,49508
8,-29.601352,152.931346,49535
9,-37.588290,144.205691,49538
9,-37.588327,144.213275,49568
8,-29.686744,152.927101,49591
8,-29.667005,152.923301,49621
8,-29.673823,152.925482,49651
10,-37.858197,145.183882,49670
8,-29.693321,152.948224,49682
8,-29.686829,152.951034,49712
10,-37.858158,145.183908,49732
8,-29.683062,152.928575,49742
10,-37.858185,145.183878,49762
8,-29.676041,152.945749,49772
10,-37.858177,145.183882,49792
10,-37.858227,145.183782,50704
8,-29.685306,152.943389,50708
8,-29.672659,152.928880,50738
8,-29.427514,152.988716,50768
9,-37.858125,145.183878,50771
8,-29.500035,153.100439,50798
9,-37.973284,145.237692,50801
8,-29.499539,153.100489,50828
9,-38.205791,145.366879,50831
8,-29.501273,153.100443,50858
9,-38.162439,145.320164,50861
10,-37.858207,145.183730,50879
8,-29.482481,153.092081,50888
9,-38.181359,145.340114,50891
10,-37.858187,145.183740,50909
8,-29.496994,153.103849,50918
9,-38.174296,145.333175,50921
10,-37.858185,145.183770,50939
8,-29.491087,153.113287,50948
9,-38.180418,145.338660,50951
10,-37.858185,145.183792,50970
8,-29.490979,153.110749,50978
9,-38.190220,145.348382,50981
10,-37.858197,145.183772,51000
8,-29.499906,153.100424,51008
9,-38.187168,145.344835,51011
8,-29.500064,153.101086,51038
9,-38.164454,145.322604,51041
8,-29.494910,153.094876,51069
9,-37.901456,145.214891,51071
8,-29.463886,153.142119,51099
8,-29.401924,153.005368,51129
8,-29.449223,153.050414,51159
8,-29.656981,152.947396,51189
10,-37.858298,145.183702,51229
10,-37.857478,145.184575,51259
8,-29.677634,152.931426,52116
8,-29.672656,152.928847,52146
8,-29.673411,152.934692,52176
8,-29.682697,152.939392,52206
8,-29.676388,152.923363,52236
8,-29.668993,152.935490,52266
8,-29.669756,152.929298,52296
8,-29.681061,152.938419,52326
8,-29.675705,152.944900,52356
8,-29.677688,152.944428,52386
8,-29.690214,152.929410,52416
8,-29.693126,152.930970,52446
8,-29.695457,152.937790,52477
8,-29.661046,152.946267,52507
8,-29.601951,153.004503,52537
8,-29.618062,152.989742,52567
8,-29.672467,152.943928,52597
8,-29.694813,152.939002,52627
8,-29.686209,152.927513,52657
8,-29.687766,152.936073,52687
8,-29.672670,152.928975,53578
8,-29.672664,152.928840,53609
8,-29.682871,152.939891,53639
8,-29.678584,152.921558,53669
8,-29.673092,152.950902,53699
8,-29.693341,152.937242,53729
8,-29.733003,152.916631,53759
8,-29.723889,152.922462,53789
8,-29.721593,152.924783,53819
8,-29.720230,152.931002,53849
8,-29.706640,152.941058,53879
8,-29.722894,152.935765,53909
8,-29.711391,152.946047,53939
8,-29.717323,152.925718,53969
8,-29.713554,152.935547,53999
8,-29.706810,152.941010,54029
8,-29.705930,152.943053,56442
8,-29.707426,152.938358,56472
8,-29.810180,152.830861,56502
8,-29.830126,152.891347,56532
8,-29.834222,152.887779,56565
8,-30.005209,152.835731,56595
8,-29.895587,152.895751,56625
8,-29.874112,152.922405,56655
8,-29.828620,152.913745,56685
8,-29.792721,152.909667,56715
8,-29.706235,152.943380,56745
8,-29.736841,152.942086,56776
8,-29.718751,152.946023,56806
8,-29.702294,152.964093,56836
8,-29.731912,152.971658,56866
8,-29.717487,152.951015,56896
8,-29.700257,152.942107,56926
8,-29.679292,152.934083,57898
8,-29.694097,152.939347,57928
8,-29.707980,152.944671,57958
8,-29.713882,152.943685,57988
8,-29.703585,152.940238,58018
9,-37.858067,145.183891,58047
8,-29.703838,152.940275,58048
9,-37.860516,145.195709,58077
8,-29.709593,152.942244,58078
9,-37.862536,145.173958,58107
8,-29.701249,152.935918,58108
9,-37.876697,145.196342,58137
8,-29.706692,152.940909,58138
9,-37.945288,145.229565,58167
8,-29.706369,152.943259,58168
9,-37.965204,145.224341,58198
8,-29.668126,152.982604,58198
9,-37.842659,145.217537,58228
8,-29.640538,153.013125,58229
9,-37.798752,145.142472,58258
8,-29.633840,153.025102,58259
9,-37.798742,145.142391,58288
8,-29.630373,153.028300,58289
8,-29.652986,153.090776,58319
8,-29.615911,153.035483,58349
8,-29.567247,153.077273,58379
8,-29.574163,153.080790,58409
8,-29.706666,152.942293,59309
8,-29.711589,152.945775,59339
8,-29.703483,152.935405,59369
8,-29.701608,152.936396,59399
8,-29.706533,152.936489,59429
8,-29.701154,152.925521,59460
8,-29.725771,152.799945,59490
8,-29.849306,152.658267,59520
8,-29.734987,152.786828,59550
8,-29.698600,152.868945,59580
8,-29.678171,152.878588,59610
8,-29.661162,152.873378,59640
8,-29.706638,152.941026,59670
8,-29.621334,153.033715,59700
8,-29.663084,152.985964,59730
8,-29.630144,152.864941,59760
8,-29.607518,152.925624,59790
8,-29.608916,152.880116,59820
10,-37.659293,144.889688,60093
10,-37.743205,144.933517,60123
10,-37.925412,145.213608,60154
10,-37.924628,145.207407,60184
10,-37.925405,145.213603,60214
10,-37.925947,145.233067,60259
10,-37.940655,145.207042,60289
10,-37.931015,145.210500,60319
10,-37.968485,145.195960,60349
10,-37.926258,145.157038,60379
10,-37.960070,145.187110,60409
10,-37.963898,145.191238,60439
10,-37.919022,145.161212,60469
8,-29.705875,152.940594,60756
8,-29.706225,152.941204,60786
8,-29.579676,152.799700,60816
8,-29.630568,152.866259,60846
8,-29.658820,152.879521,60877
8,-29.635767,152.831753,60907
8,-29.654348,152.801148,60937
8,-29.631260,152.733957,60967
8,-29.580920,152.558163,60997
9,-37.858176,145.183807,61007
8,-29.481283,152.446514,61027
8,-29.587412,152.563773,61057
8,-29.687346,152.894288,61087
8,-29.704066,152.931462,61117
8,-29.823007,152.871804,61147
8,-29.810849,152.901040,61177
8,-29.755789,152.928636,61210
8,-29.688312,152.940302,61240
8,-29.689583,152.932912,61270
8,-29.678975,152.933428,61300
10,-37.659300,144.889732,61516
10,-37.750273,144.934758,61546
10,-37.878278,145.090558,61576
10,-37.885225,145.100145,61606
10,-37.887918,145.087625,61636
10,-37.886620,145.109140,61666
10,-37.885187,145.097530,61696
10,-37.892980,145.127940,61727
10,-37.903775,145.160220,61759
10,-37.895263,145.144283,61790
10,-37.966662,145.234268,61820
10,-37.972482,145.236832,61850
10,-37.963332,145.230547,61880
10,-37.971795,145.241977,61937
8,-29.686527,152.937372,62189
8,-29.672658,152.928944,62219
8,-29.607201,152.934634,62249
8,-29.581768,152.856313,62282
8,-29.580656,152.785443,62312
8,-29.469166,152.681674,62342
8,-29.403800,152.667930,62372
8,-29.320891,152.603015,62402
8,-29.319712,152.660012,62432
8,-29.191015,152.619435,62462
8,-29.121927,152.603540,62492
8,-29.057724,152.605962,62522
8,-29.038229,152.697082,62552
8,-29.025496,152.775790,62583
8,-29.074767,152.876214,62613
8,-28.862653,153.045760,62647
8,-28.870885,153.044296,62686
8,-28.907845,152.700310,62716
8,-28.998427,152.597838,62762
8,-29.053036,152.594601,62792
8,-29.007805,152.544365,62822
10,-37.917863,145.235855,63573
10,-37.829452,144.920152,63603
10,-37.744157,144.696582,63633
10,-37.591560,144.170758,63663
8,-29.672654,152.928949,63682
10,-37.528132,143.869555,63693
8,-29.635516,152.926998,63712
10,-37.426435,143.358603,63723
8,-29.420522,152.812924,63742
10,-37.362465,143.178987,63753
8,-29.272029,152.620284,63772
10,-37.371847,143.193255,63783
8,-29.198296,152.511961,63802
10,-37.372297,143.194658,63813
8,-29.147113,152.609532,63832
10,-37.363325,143.181827,63846
8,-29.062637,152.638837,63862
10,-37.362368,143.178362,63876
8,-29.033137,152.568876,63892
10,-37.372267,143.194870,63906
8,-29.058516,152.552955,63922
10,-37.360150,143.182372,63936
8,-29.071482,152.544796,63952
10,-37.362552,143.182160,63966
8,-29.042793,152.577331,63982
10,-37.359663,143.160738,63996
8,-29.120951,152.603741,64012
10,-37.361458,143.183082,64026
8,-29.201501,152.613081,64042
10,-37.369453,143.191110,64056
8,-29.347955,152.750098,64073
10,-37.361477,143.183125,64087
8,-29.496857,152.874002,64103
8,-29.601395,152.931346,64133
8,-29.650314,152.924590,64163
8,-29.686324,152.942629,66527
9,-37.858279,145.183698,66533
8,-29.618154,152.933884,66557
8,-29.556113,152.843528,66587
9,-37.858228,145.183736,66609
8,-29.551211,152.728071,66617
9,-37.858230,145.183729,66639
8,-29.544647,152.722567,66647
9,-37.860515,145.195671,66669
8,-29.585921,152.779878,66677
8,-29.587502,152.774483,66707
8,-29.574570,152.787167,66737
8,-29.579120,152.804238,66767
8,-29.548527,152.924690,66798
8,-29.651135,152.926369,66828
8,-29.690649,152.933964,66858
8,-29.702012,152.957309,66888
8,-29.713769,153.071209,66918
10,-37.832400,145.226867,66924
8,-29.765489,153.029664,66948
8,-29.724746,152.963029,66978
8,-29.663541,152.992309,67008
8,-29.699785,152.987258,67038
8,-29.674253,152.934240,67954
8,-29.682802,152.939751,67984
8,-29.693303,152.934257,68015
9,-37.880469,147.986028,68024
8,-29.651850,152.917581,68045
9,-37.806476,148.040689,68054
8,-29.668221,152.944652,68075
9,-37.693588,148.044328,68084
8,-29.508284,153.096639,68105
9,-37.505080,148.170692,68114
8,-29.508504,153.101140,68135
9,-37.691496,148.039500,68144
8,-29.501185,153.100372,68165
9,-37.754058,148.261843,68174
8,-29.539295,153.100946,68195
9,-37.704593,148.473549,68204
8,-29.537570,153.091203,68225
9,-37.581160,148.539678,68234
10,-37.899633,145.233847,68243
8,-29.501266,153.100439,68256
8,-29.424034,153.015963,68286
8,-29.575734,152.963102,68316
9,-37.208487,148.731821,68330
8,-29.701183,152.957794,68346
9,-37.208497,148.731826,68360
8,-29.665172,153.052451,68376
8,-29.651285,153.040146,68406
8,-29.617590,153.038080,68436
9,-37.710442,148.453468,68539
10,-37.915670,145.257403,68730
10,-37.911257,145.164373,68760
10,-37.915208,145.168163,68791
10,-37.852553,145.053390,68821
10,-37.872603,145.065728,68851
10,-37.882332,145.089613,68881
10,-38.084840,145.449585,68911
10,-38.080435,145.436572,68941
10,-38.078498,145.435208,68971
10,-38.078810,145.434043,69001
10,-38.080658,145.435323,69031
10,-38.075088,145.407555,69062
10,-38.062945,145.371672,69092
10,-38.075230,145.408275,69122
10,-38.054560,145.362017,69152
10,-38.049407,145.342020,69182
10,-38.000018,145.293232,69212
8,-29.706349,152.943546,69393
8,-29.763570,152.928562,69423
9,-37.735060,148.431992,69441
8,-29.831371,152.890869,69453
9,-37.730510,148.137039,69471
8,-29.825824,152.914212,69483
9,-37.516666,148.163054,69501
8,-29.961838,152.972726,69513
10,-38.003022,144.491492,69530
9,-37.618133,148.111781,69531
8,-30.069687,152.985401,69544
10,-38.174708,144.293392,69560
9,-37.760379,147.704736,69562
10,-38.287918,143.842597,69590
9,-37.908872,147.319345,69592
10,-38.410858,143.444048,69620
9,-38.119973,147.068246,69622
10,-38.424423,143.373567,69651
9,-38.447268,146.942631,69652
8,-30.049806,152.978648,69655
10,-38.426033,143.360275,69681
9,-38.544499,146.833306,69682
8,-30.057109,152.984948,69685
10,-38.434323,143.344900,69711
9,-38.526103,146.870088,69712
8,-30.045394,152.977924,69715
10,-38.424525,143.374003,69742
9,-38.253966,146.674530,69743
8,-30.046112,152.977704,69745
8,-30.017237,152.989209,69775
8,-29.941508,152.970278,69805
8,-29.918366,153.007115,69835
8,-29.901431,153.064986,69865
8,-29.757065,153.112895,69895
8,-29.798154,153.226566,69925
10,-37.915688,145.257372,70148
10,-38.024485,145.307325,70178
10,-38.034405,145.326645,70208
10,-38.008707,145.300465,70238
8,-29.705984,152.943185,70830
8,-29.752150,152.917655,70860
8,-29.901904,152.987857,70890
8,-30.051065,152.978720,70920
8,-29.945486,153.009893,70950
8,-29.936163,153.052515,70980
9,-37.856673,145.184531,70989
8,-29.968945,153.136424,71010
9,-38.232880,145.125268,71019
8,-29.922012,153.073472,71040
9,-38.474371,145.020149,71049
8,-29.880331,152.972509,71070
9,-38.474542,145.020142,71079
8,-29.846899,152.966551,71100
9,-38.474543,145.020142,71109
8,-29.833574,152.966091,71130
9,-38.474543,145.020144,71139
8,-29.714029,152.939994,71160
8,-29.738825,152.886688,71191
8,-29.658292,152.989836,71221
8,-29.632426,153.038373,71251
8,-29.599006,153.089611,71281
8,-29.593061,153.109075,71311
8,-29.620951,153.105305,71341
8,-29.706665,152.942297,72290
8,-29.639666,153.014258,72320
8,-29.665046,153.107856,72350
8,-29.593273,153.129015,72380
8,-29.750892,153.105289,72410
10,-38.150655,146.788542,72421
8,-29.856406,153.264877,72440
10,-38.102785,146.936613,72451
8,-29.855093,153.266587,72470
10,-38.099933,146.990280,72499
8,-29.870762,153.264797,72500
10,-38.099643,146.986088,72529
8,-29.850580,153.256603,72530
10,-38.099793,146.987990,72560
8,-29.812989,153.253316,72560
10,-38.099563,146.983997,72590
8,-29.768576,153.295390,72590
8,-29.775384,153.299483,72620
10,-38.099800,146.984323,72621
8,-29.778080,153.060124,72650
8,-29.784872,153.008986,72680
8,-29.666313,153.109012,72710
8,-29.666572,153.110480,72741
8,-29.666724,153.112066,72771
8,-29.565545,153.144783,72801
8,-29.706264,152.942679,76649
8,-29.696127,152.941760,76696
8,-29.695340,152.959889,76726
8,-29.565027,153.141127,76756
8,-29.513756,153.193045,76786
8,-29.480432,153.203159,76816
8,-29.454803,153.266718,76846
8,-29.503608,153.246233,76876
8,-29.492101,153.243288,76906
8,-29.454844,153.196817,76937
8,-29.452717,153.207512,76967
8,-29.455642,153.204083,76997
8,-29.455810,153.196508,77027
8,-29.459034,153.205985,77057
8,-29.456213,153.203985,77087
8,-29.460077,153.204002,77117
8,-29.437805,153.354936,78020
8,-29.457118,153.197563,78051
8,-29.461870,153.201762,78081
10,-37.858215,145.183715,78096
8,-29.466248,153.209002,78111
8,-29.461540,153.219426,78141
8,-29.467034,153.219357,78179
10,-37.858215,145.183705,78186
8,-29.467289,153.219644,78210
8,-29.579294,153.322404,78240
9,-37.832367,145.227064,78255
8,-29.601151,153.328513,78270
9,-37.858210,145.183858,78292
8,-29.488783,153.232074,78300
9,-37.858210,145.183871,78322
8,-29.474187,153.227001,78330
9,-37.860684,145.195643,78352
8,-29.499554,153.194964,78360
9,-37.798575,145.144766,78382
8,-29.457041,153.196659,78390
9,-38.068887,145.171087,78412
8,-29.462357,153.202940,78420
9,-37.809537,145.212346,78443
8,-29.470804,153.203990,78450
9,-37.800270,145.193894,78473
8,-29.442949,153.209980,78480
9,-37.825575,145.217724,78503
8,-29.456310,153.248389,78510
9,-37.909509,145.162208,78533
8,-29.442832,153.282024,78540
9,-38.038675,145.187935,78563
8,-29.429746,153.329231,78570
10,-37.915602,145.257413,78807
10,-38.041335,145.344295,78837
10,-38.042703,145.336085,78867
10,-38.045398,145.340440,78897
10,-38.045338,145.340242,78927
10,-37.973715,145.241433,78957
10,-37.962397,145.229197,78988
9,-37.858096,145.183847,79621
9,-37.860517,145.195727,79651
8,-29.432536,153.359274,79653
9,-37.832401,145.213669,79681
9,-37.865402,145.214530,79711
9,-37.912837,145.216973,79762
9,-37.953310,145.203453,79792
9,-38.071066,145.185915,79822
9,-38.089158,145.161165,79852
9,-38.000086,145.183754,79882
9,-38.010573,145.187721,79912
9,-37.939264,145.210356,79942
9,-37.867694,145.211103,79972
10,-37.832473,145.136805,80153
10,-37.918342,145.083570,80183
10,-37.937423,145.071430,80217
10,-37.960395,145.121062,80247
10,-37.941818,145.093375,80277
10,-37.942310,145.094762,80308
10,-37.944387,145.096968,80338
10,-37.936123,145.057747,80368
10,-37.964243,145.135242,80398
10,-37.937937,145.073177,80428
10,-37.970095,145.136658,80459
10,-37.960712,145.122072,80489
10,-37.963795,145.131700,80519
10,-37.937382,145.071078,80549
10,-37.976818,145.140395,80579
10,-37.937968,145.073478,80609
9,-37.858173,145.183867,80986
9,-37.857976,145.183886,81016
9,-37.817279,145.215318,81046
9,-37.800591,145.188603,81076
9,-37.810332,145.223442,81106
9,-37.811335,145.218067,81136
9,-37.801056,145.195269,81167
9,-37.984720,145.193344,81197
9,-38.068583,145.143298,81250
9,-37.919444,145.167128,81280
9,-37.928840,145.211827,81310
9,-37.919595,145.166992,81340
9,-37.831884,145.215725,81370
9,-37.943721,145.205798,81400
9,-38.006274,145.189803,81431
9,-37.809526,145.212648,81461
9,-38.110968,145.141882,81491
9,-37.814542,145.216091,81521
9,-37.889499,145.215032,81551
10,-37.915630,145.257365,83729
10,-37.826413,144.947637,83759
10,-37.748208,144.701150,83793
10,-37.591303,144.242552,83823
10,-37.477712,143.685872,83853
10,-37.390098,143.254907,83884
10,-37.360478,143.160843,83914
10,-37.361960,143.177615,83944
10,-37.364350,143.184533,83975
10,-37.362520,143.180122,84005
10,-37.362125,143.174517,84035
10,-37.361820,143.164652,84065
10,-37.361065,143.160057,84096
10,-37.564620,143.934197,86671
10,-37.568447,143.816375,86701
10,-37.668617,143.460737,86731
10,-37.690537,142.929367,86761
10,-37.651977,142.421950,86791
10,-37.722305,141.990340,86821
10,-37.598785,141.695840,86852
10,-37.597738,141.686807,86882
9,-35.718885,147.316359,86897
9,-35.698383,147.337900,86927
9,-35.731847,147.305478,86957
9,-35.755060,147.293543,86987
9,-36.554794,145.963393,88219
9,-36.583084,145.958583,88249
9,-36.583014,145.956873,88279
10,-41.667285,146.729917,88284
10,-41.913935,146.687103,88315
10,-42.122962,146.502678,88345
10,-42.265215,146.478718,88375
10,-42.228922,146.491273,88405
10,-42.293285,146.453188,88435
10,-42.330482,146.449582,88466
10,-42.436247,146.652920,88496
10,-42.556993,146.833622,88526
10,-42.417620,147.003502,88556
10,-42.486538,147.182545,88586
10,-42.147480,147.416200,88616
10,-42.254548,147.408850,88646
10,-42.505168,147.187892,88676
10,-42.592875,147.221975,88713
10,-42.540898,147.205512,88743
10,-42.560178,147.208832,88773
10,-42.550822,147.209412,88803
10,-42.571305,147.212662,88833
10,-42.513652,147.188228,89646
10,-42.255067,147.409068,89676
10,-42.140110,147.421543,89710
10,-42.136750,147.423008,89740
9,-38.099739,146.991425,89743
10,-42.157025,147.402138,89770
9,-38.100011,146.987854,89773
10,-42.141585,147.419063,89800
9,-38.101516,147.008315,89803
10,-42.140137,147.421565,89830
9,-38.102903,147.015994,89834
10,-41.870972,147.460217,89861
9,-38.100247,146.990391,89864
9,-38.099902,146.989841,89894
10,-41.537027,147.047985,89919
10,-41.523980,146.658118,89949
10,-41.517527,146.821627,89979
10,-41.517347,146.824882,90009
10,-41.516842,146.790892,90040
10,-41.517165,146.824023,90070
10,-38.071725,142.788643,91123
10,-37.882007,142.371363,91154
10,-37.881312,142.369655,91184
10,-37.895353,142.406127,91214
10,-37.821577,142.223225,91244
10,-38.126437,141.631767,91344
10,-37.930177,141.226758,91374
10,-37.901548,141.123705,91404
10,-37.909627,141.136560,91435
10,-37.913013,141.146370,91465
10,-37.896578,141.115863,91495
10,-38.013175,141.466960,91525
10,-38.227673,141.834423,91555
10,-38.372817,142.155713,91585
8,-29.565198,153.102008,98465
8,-29.439793,153.355523,98495
8,-29.432587,153.359337,98526
8,-29.435409,153.359317,98556
8,-29.438783,153.362140,98586
8,-29.434484,153.362390,98616
8,-29.441393,153.366513,98646
8,-29.439011,153.356278,98676
8,-29.438649,153.362646,98706
8,-29.437178,153.359888,99626
8,-29.438115,153.365192,99656
8,-29.436458,153.347251,99686
8,-29.441582,153.349418,99716
10,-36.917352,144.703912,99744
8,-29.476975,153.358750,99746
10,-36.723058,144.756960,99774
8,-29.440506,153.351947,99776
10,-36.530990,144.773265,99804
8,-29.428905,153.336208,99806
10,-36.543643,144.773313,99835
8,-29.430737,153.329491,99836
10,-36.575118,144.764187,99865
8,-29.431646,153.319981,99866
10,-36.650372,144.367137,99895
10,-36.756128,144.272718,99950
10,-36.598358,143.935290,99980
10,-36.486607,143.714115,100011
10,-36.324468,143.466518,100041
10,-36.060458,143.226030,100071
10,-35.870647,143.193328,100106
10,-35.877015,143.199158,100136
10,-35.863520,143.186528,100166
10,-35.677497,143.049690,100196
8,-29.437164,153.359919,101063
8,-29.427002,153.333268,101093
8,-29.425869,153.321863,101123
9,-37.853615,145.183899,101140
8,-29.435990,153.364241,101153
9,-37.853614,145.183905,101171
8,-29.424015,153.301897,101184
9,-37.858119,145.183888,101201
8,-29.420780,153.280641,101214
9,-37.838957,145.263317,101231
8,-29.421983,153.240259,101244
9,-37.842899,145.266633,101261
8,-29.421652,153.268210,101274
9,-37.840619,145.264907,101291
8,-29.361831,153.284492,101304
9,-37.840593,145.263528,101321
8,-29.360853,153.249346,101334
10,-38.335023,143.553972,101349
9,-37.843287,145.266900,101351
8,-29.408027,153.351410,101365
10,-38.440462,143.301895,101379
9,-37.838353,145.267555,101381
8,-29.412282,153.355389,101395
10,-38.424427,143.374165,101409
9,-37.838018,145.267872,101411
8,-29.409551,153.354238,101425
10,-38.436072,143.338097,101439
9,-37.845169,145.268928,101441
8,-29.393085,153.347542,101455
10,-38.439687,143.295937,101470
8,-29.399630,153.349789,101485
8,-29.400318,153.352219,101515
9,-37.858454,145.183695,101525
8,-29.361401,153.281748,101545
8,-29.352655,153.271491,101575
8,-29.362797,153.250436,101605
5,40.070252,-75.683271,102059
5,40.070736,-75.682599,102089
5,40.070733,-75.682599,102121
5,40.069385,-75.677989,102349
5,39.982600,-75.879825,102379
5,40.095390,-75.912555,102409
5,40.046689,-75.718713,102439
9,-37.918145,145.256068,102517
8,-29.431188,153.313304,102539
9,-37.963731,145.225939,102548
8,-29.427714,153.238907,102569
9,-38.008279,145.233785,102578
8,-29.327037,153.233116,102599
9,-38.005463,145.231390,102608
8,-29.388506,153.230898,102631
9,-38.179910,145.094810,102638
8,-29.367283,153.253865,102661
